Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
21,NewMexico,Ruidoso - Buck Mtn,Lincoln,NM5ML_24,,444.37500,-,5.0,FM,TONE,,NO,Exact,33.40449905,-105.78199768,--:--
21,NewMexico,Las Vegas - Mesa Apache,San Miguel,WA5IHL_3,,444.37500,-,5.0,FM,TONE,,NO,Exact,35.40399933,-105.19300079,--:--
21,NewMexico,Ruidoso - Buck Mtn,Lincoln,W5JXT_1,,444.40000,-,5.0,DV,,,NO,Exact,33.40459824,-105.78199768,--:--
21,NewMexico,Wagon Mound,Mora,N7JNI,,444.40000,-,5.0,FM,TONE,,NO,Exact,36.00889969,-104.70600128,--:--
21,NewMexico,Roswell - Comanche Hill,Chaves,W5ZU_1,,444.42500,-,5.0,FM,,,NO,Exact,33.40829849,-104.37400055,--:--
21,NewMexico,Clovis,Curry,WS5D_1,,444.45000,-,5.0,FM,TONE,71.9,NO,Exact,34.41479874,-103.18499756,--:--
21,NewMexico,Carlsbad,Eddy,N5MJ,,444.45000,-,5.0,FM,TONE,127.3,NO,Exact,32.39680099,-104.19100189,--:--
21,NewMexico,Socorro - M Mtn,Socorro,W5AQA_1,,444.50000,-,5.0,FM,,,NO,Exact,34.07170105,-106.96299744,--:--
21,NewMexico,Belen - Capilla Peak,Torrance,W5URD,,444.52500,-,5.0,FM,,,NO,Exact,34.70140076,-106.40100098,--:--
21,NewMexico,Roswell - Comanche Hill,Chaves,W5GNB,,444.55000,-,5.0,FM,TONE,162.2,NO,Exact,33.40168000,-104.37994300,--:--
21,NewMexico,Santa Fe - Food Depot,Santa Fe,W5SF_6,,444.57500,-,5.0,FM,,,NO,Exact,35.65800000,-105.99500000,--:--
21,NewMexico,Albuquerque,Bernalillo,N5GU,,444.60000,-,5.0,DV,,,NO,Exact,35.07920074,-106.48899841,--:--
21,NewMexico,Grants - Oso Ridge,Cibola,K5EMO,,444.65000,-,5.0,FM,TONE,,NO,Exact,35.14504170,-107.82775240,--:--
21,NewMexico,Rio Rancho - Intel Corp,Sandoval,KG5WED,,444.70000,-,5.0,FM,TONE,100.0,NO,Exact,35.22499847,-106.66000366,--:--
21,NewMexico,Socorro - West Peak,Socorro,N5IA_2,,444.75000,-,5.0,FM,TONE,88.5,NO,Exact,34.07170105,-106.96299744,--:--
21,NewMexico,Los Alamos - Pajarito Mtn,Los Alamos,WD9CMS,,444.77500,-,5.0,FM,TONE,127.3,NO,Exact,35.88610000,-106.38930000,--:--
21,NewMexico,Grants - La Mosca Peak,Cibola,NM5ML_25,,444.80000,-,5.0,FM,TONE,,NO,Exact,35.25260000,-107.59660000,--:--
21,NewMexico,Albuquerque,Bernalillo,KA5ABQ,,444.82500,-,5.0,DV,,,NO,Exact,35.08438590,-106.65042200,--:--
21,NewMexico,Roswell - Comanche Hill,Chaves,W5JXT_2,,444.95000,-,5.0,DV,,,NO,Exact,33.39649963,-104.38200378,--:--
21,NewMexico,Cubero,Cibola,KE5FYL_3,,444.95000,-,5.0,FM,TONE,151.4,NO,Exact,35.18623000,-107.60131000,--:--
21,NewMexico,Grants - La Mosca Peak,Cibola,K5EMO_1,,444.97500,-,5.0,FM,TONE,100.0,NO,Exact,35.25313000,-107.59662000,--:--
21,NewMexico,Artesia,Eddy,W5COW,,444.97500,-,5.0,FM,TONE,,NO,Exact,32.84230042,-104.40299988,--:--
21,NewMexico,Alamogordo,Otero,N6CID_6,,444.97500,-,5.0,DV,,,NO,Exact,32.81240082,-105.78099823,--:--
21,NewMexico,Taos - Ski Valley,Taos,N5TSV,,444.97500,-,5.0,FM,TONE,,NO,Exact,36.56700000,-105.44800000,--:--
21,NewMexico,High Rolls - Karr Canyon,Otero,KE7KUS,,445.98750,+,5.0,DV,TONE,151.4,NO,Exact,32.92250000,-105.81800000,--:--
21,NewMexico,Raton - Raton Pass,Colfax,KD0RDI,,446.77500,+,5.0,FM,,,NO,Exact,36.99250031,-104.47399902,--:--
21,NewMexico,McIntosh - McIntosh Post Office,Torrance,KB5VPZ,,447.27500,+,5.0,FM,TONE,71.9,NO,Exact,34.84149933,-106.13099670,--:--
21,NewMexico,Albuquerque,Bernalillo,KI6EAY_1,,447.30000,+,5.0,FM,TONE,,NO,Exact,35.09472000,-106.57743100,--:--
21,NewMexico,Aztec,San Juan,KB5ITS_8,,447.45000,+,5.0,FM,TONE,,NO,Exact,36.82220078,-107.99199677,--:--
21,NewMexico,Alamogordo - White Sands Nat Monument,Otero,KA5PAL_1,,447.56250,+,5.0,DV,TONE,100.0,NO,Exact,32.89950000,-105.96020000,--:--
21,NewMexico,Santa Fe,Santa Fe,KF5SGT,,447.77500,+,5.0,FM,TONE,,NO,Exact,35.64799881,-105.98500061,--:--
21,NewMexico,Truth or Consequences - Caballo,Sierra,W7FED_9,,447.85000,+,5.0,FM,TONE,131.8,NO,Exact,33.12830900,-107.25472650,--:--
21,NewMexico,Caballo - Caballo Peak,Sierra,N5IA_3,,448.17500,+,5.0,FM,TONE,,NO,Exact,33.13309860,-107.23500061,--:--
21,NewMexico,Las Cruces - Twin Peaks,Dona Ana,N5BL_4,,448.20000,+,5.0,FM,TONE,,NO,Exact,32.40000153,-106.76000214,--:--
21,NewMexico,Gallup - Deza Bluffs,McKinley,KC5WDV_1,,448.20000,+,5.0,FM,TONE,,NO,Exact,35.90309906,-108.77200317,--:--
21,NewMexico,Pinos Altos,Grant,N5IA_4,,448.30000,+,5.0,FM,TONE,,NO,Exact,32.86339951,-108.22100067,--:--
21,NewMexico,Caballo - Caballo Peak,Sierra,NM5C,,448.50000,+,5.0,DV,,,NO,Exact,32.97176800,-107.22307400,--:--
21,NewMexico,Bloomfield,San Juan,KB5ITS_9,,448.65000,+,5.0,FM,TONE,,NO,Exact,36.71110153,-107.98500061,--:--
21,NewMexico,Deming - Little Florida Mtn,Luna,N5IA_5,,448.72500,+,5.0,FM,TONE,,NO,Exact,32.19279861,-107.60500336,--:--
21,NewMexico,Glenwood - Brushy Mtn,Catron,WY5G,,448.77500,+,5.0,FM,TONE,103.5,NO,Exact,33.98899841,-108.96099854,--:--
21,NewMexico,Silver City,Grant,WY5G_1,,448.80000,+,5.0,FM,TONE,100.0,NO,Exact,32.77000046,-108.27999878,--:--
21,NewMexico,Silver City,Grant,WA7ACA,,448.87500,+,5.0,FM,TONE,,NO,Exact,32.77000046,-108.27999878,--:--
21,NewMexico,Caballo - Caballo Peak,Sierra,N5IA_6,,448.97500,+,5.0,FM,TONE,,NO,Exact,33.97050095,-107.22499847,--:--
21,NewMexico,Lordsburg - Jack's Peak,Hidalgo,N5IA_7,,449.00000,+,5.0,FM,TONE,,NO,Exact,32.35279846,-108.69999695,--:--
21,NewMexico,Farmington,San Juan,K5WY,,449.00000,+,5.0,FM,TONE,,NO,Exact,36.72809982,-108.21800232,--:--
21,NewMexico,Rio Rancho,Sandoval,W5BI,,449.30000,+,5.0,FM,TONE,,NO,Exact,35.27443900,-106.69680100,--:--
21,NewMexico,Deming,Luna,WA6RT,,449.47500,+,5.0,FM,TONE,,NO,Exact,32.26860046,-107.75800323,--:--
21,NewMexico,Albuquerque - Op Ctr,Bernalillo,K5FIQ_3,,449.55000,+,5.0,FM,TONE,,NO,Exact,35.05780029,-106.58699799,--:--
21,NewMexico,Las Cruces - Talavera,Dona Ana,KA5ECS,,449.75000,+,5.0,DV,,,NO,Exact,32.30000000,-106.62000000,--:--
21,NewMexico,Gallup,McKinley,KC5WDV_2,,449.75000,+,5.0,FM,TONE,,NO,Exact,35.60600000,-108.69000000,--:--
21,NewMexico,Deming,Luna,N5WSB,,449.85000,+,5.0,FM,TONE,,NO,Exact,32.26860046,-107.75800323,--:--
21,NewMexico,Taos - Holy Cross,Taos,KF5PFO_7,,449.87500,+,5.0,FM,TONE,,NO,Exact,36.36690000,-105.57650000,--:--
21,NewMexico,Tres Piedras - San Antonio Mtn,Taos,WA5IHL_4,,449.90000,+,5.0,FM,TONE,100.0,NO,Exact,36.85973790,-106.01890760,--:--
